,plot,director,actors,rated,genre,imdb_rating,title
2093,"Dorothy, saved from a psychiatric experiment by a mysterious girl, is somehow called back to Oz when a vain witch and the Nome King destroy everything that makes the magical land beautiful.",Walter Murch,"Fairuza Balk, Nicol Williamson, Jean Marsh, Piper Laurie",PG,"Adventure, Family, Fantasy",6.8,Return to Oz
2094,A young pilot stumbles onto a prototype jetpack that allows him to become a high flying masked hero.,Joe Johnston,"Billy Campbell, Jennifer Connelly, Alan Arkin, Timothy Dalton",PG,"Action, Adventure, Comedy",6.4,The Rocketeer
2095,A lawyer makes an interesting discovery that could affect his chances of getting elected to office.,Robert Stevenson,"Dean Jones, Tim Conway, Suzanne Pleshette, Keenan Wynn",G,"Comedy, Family, Fantasy",5.8,The Shaggy D.A.
2096,"After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies.",Clyde Geronimi,"Mary Costa, Bill Shirley, Eleanor Audley, Verna Felton",G,"Animation, Family, Fantasy",7.3,Sleeping Beauty
2097,"In a small American town, a diabolical circus and its demonic proprietor prey on the townsfolk.",Jack Clayton,"Jason Robards, Jonathan Pryce, Diane Ladd, Royal Dano",PG,"Fantasy, Mystery, Thriller",6.8,Something Wicked This Way Comes
2098,"When Professor Brainard experiments further on Flubber derivatives, he gets in trouble and only his students can help.",Robert Stevenson,"Fred MacMurray, Nancy Olson, Keenan Wynn, Tommy Kirk",APPROVED,"Comedy, Sci-Fi, Family",6.1,Son of Flubber
2099,"The kindly story-teller Uncle Remus tells a young boy stories about trickster Br'er Rabbit, who outwits Br'er Fox and slow-witted Br'er Bear.","Wilfred Jackson, Harve Foster","Ruth Warrick, Bobby Driscoll, James Baskett, Luana Patten",APPROVED,"Animation, Comedy, Family",7.3,Song of the South
2100,A young man is reunited with a mermaid who saves him from drowning as a boy and falls in love not knowing who/what she is.,Ron Howard,"Tom Hanks, Daryl Hannah, Eugene Levy, John Candy",PG,"Comedy, Fantasy, Romance",6.2,Splash
2101,"Historically inaccurate chronicle of Squanto's life prior to and including the arrival of the ""Mayflower"" in 1620.",Xavier Koller,"Adam Beach, Sheldon Peters Wolfchild, Irene Bedard, Eric Schweig",PG,"Adventure, Biography, Drama",6.1,Squanto: A Warrior's Tale
2102,"Mickey Mouse, piloting a steamboat, delights his passenger, Minnie, by making musical instruments out of the menagerie on deck.","Ub Iwerks, Walt Disney",Walt Disney,N/A,"Animation, Short, Comedy",7.7,Steamboat Willie
2103,A young boy draws on the inspiration of legendary western characters to find the strength to fight an evil land baron in the old west who wants to steal his family's farm and destroy their ...,Jeremiah S. Chechik,"Patrick Swayze, Oliver Platt, Roger Aaron Brown, Nick Stahl",PG,"Adventure, Family, Fantasy",5.9,Tall Tale
2104,"After their mother dies and their father leaves them, teenage brothers Tex and Mason McCormick struggle to make it on their own.",Tim Hunter,"Matt Dillon, Jim Metzler, Meg Tilly, Bill McKinney",PG,Drama,6.6,Tex
2105,A computer hacker is abducted into the digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.,Steven Lisberger,"Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan",PG,"Action, Adventure, Sci-Fi",6.8,TRON
2106,A close-knit group of young kids in Nazi Germany listen to banned swing music from the US. Soon dancing and fun lead to more difficult choices as the Nazis begin tightening the grip on ...,Thomas Carter,"Robert Sean Leonard, Christian Bale, Frank Whaley, Barbara Hershey",PG-13,"Drama, Music",6.8,Swing Kids
2107,"Laurie Strode, now the dean of a Northern California private school with an assumed name, must battle the Shape one last time and now the life of her own son hangs in the balance.",Steve Miner,"Jamie Lee Curtis, Adam Arkin, Michelle Williams, Adam Hann-Byrd",R,"Horror, Thriller",5.7,Halloween H20: 20 Years Later
2108,"With the help of a talking freeway billboard, a wacky weatherman tries to win the heart of an English newspaper reporter, who is struggling to make sense of the strange world of early 1990s Los Angeles.",Mick Jackson,"Steve Martin, Victoria Tennant, Richard E. Grant, Marilu Henner",PG-13,"Comedy, Drama, Fantasy",6.7,L.A. Story
2109,An idiotic man struggles to make it through life on his own in St. Louis.,Carl Reiner,"Steve Martin, Bernadette Peters, Catlin Adams, Mabel King",R,Comedy,7.2,The Jerk
2110,Film noir parody with a detective uncovering a sinister plot. Characters from real noirs appear as scenes from various films are intercut.,Carl Reiner,"Steve Martin, Rachel Ward, Alan Ladd, Carl Reiner",PG,"Comedy, Crime, Mystery",6.8,Dead Men Don't Wear Plaid
2111,"A brain surgeon marries a femme fatale, causing his life to turn upside down. Things go more awry when he falls in love with a talking brain.",Carl Reiner,"Steve Martin, Kathleen Turner, David Warner, Paul Benedict",R,"Comedy, Romance, Sci-Fi",6.4,The Man with Two Brains
2113,"In a very old textile mill with a serious rat infestation, the workers discover a horrifying secret deep in the basement.",Ralph S. Singleton,"David Andrews, Kelly Wolf, Stephen Macht, Andrew Divoff",R,Horror,4.8,Graveyard Shift
2114,"The rivalry between two gangs, the poor Greasers and the rich Socs, only heats up when one gang member kills a member of the other.",Francis Ford Coppola,"C. Thomas Howell, Matt Dillon, Ralph Macchio, Patrick Swayze",PG,"Crime, Drama",7.2,The Outsiders
2115,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees, and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",Steven Spielberg,"Harrison Ford, Kate Capshaw, Jonathan Ke Quan, Amrish Puri",PG,"Action, Adventure",7.6,Indiana Jones and the Temple of Doom
2116,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,Ralph Bakshi,"Christopher Guard, William Squire, Michael Scholes, John Hurt",PG,"Animation, Adventure, Fantasy",6.2,The Lord of the Rings
2117,"In a totalitarian future society, a man, whose daily work is re-writing history, tries to rebel by falling in love.",Michael Radford,"John Hurt, Richard Burton, Suzanna Hamilton, Cyril Cusack",R,"Drama, Sci-Fi",7.2,1984
2118,A man awakens from a coma to discover he has a psychic ability.,David Cronenberg,"Christopher Walken, Brooke Adams, Tom Skerritt, Herbert Lom",R,"Horror, Sci-Fi, Thriller",7.2,The Dead Zone
2119,A group of people try to survive when machines start to come alive and become homicidal.,Stephen King,"Emilio Estevez, Pat Hingle, Laura Harrington, Yeardley Smith",R,"Action, Comedy, Horror",5.4,Maximum Overdrive
2121,"Cujo, a friendly St. Bernard, contracts rabies and conducts a reign of terror on a small American town.",Lewis Teague,"Dee Wallace, Danny Pintauro, Daniel Hugh Kelly, Christopher Stone",R,"Horror, Thriller",6.0,Cujo
2122,A young couple is trapped in a remote town where a dangerous religious cult of children believe everyone over the age of 18 must be killed.,Fritz Kiersch,"Peter Horton, Linda Hamilton, R.G. Armstrong, John Franklin",R,"Horror, Thriller",5.6,Children of the Corn
2123,A dog returns from the dead looking for revenge on his killer using an orphan girl who can talk to animals.,"Don Bluth, Gary Goldman(co-director), Dan Kuenster(co-director)","Burt Reynolds, Dom DeLuise, Judith Barsi, Melba Moore",G,"Animation, Comedy, Drama",6.7,All Dogs Go to Heaven
2124,Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.,Barry Sonnenfeld,"Anjelica Huston, Raul Julia, Christopher Lloyd, Dan Hedaya",PG-13,"Comedy, Fantasy",6.9,The Addams Family
2125,"The ""real"" story of Cinderella. A refreshing new take on the classic fairy tale.",Andy Tennant,"Drew Barrymore, Anjelica Huston, Dougray Scott, Patrick Godfrey",PG-13,"Comedy, Drama, Romance",7.0,Ever After: A Cinderella Story
2126,A shady police detective finds himself in the middle of a murder conspiracy at an important boxing match in an Atlantic City casino.,Brian De Palma,"Nicolas Cage, Gary Sinise, John Heard, Carla Gugino",R,"Crime, Mystery, Thriller",6.0,Snake Eyes
2128,"Two untalented singers are mistaken for a pair of major league safe crackers in Providence, Rhode Island. The two are pressed into service by the local hoodlums and quickly find themselves ...",John Hamburg,"Sam Rockwell, Steve Zahn, Michael Lerner, Paul Giamatti",R,"Comedy, Crime",6.0,Safe Men
2130,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs, and danger.",Louis Malle,"Burt Lancaster, Susan Sarandon, Kate Reid, Michel Piccoli",R,"Crime, Drama, Romance",7.4,Atlantic City
2131,"A married daughter who longs for her mother's love is visited by the latter, a successful concert pianist.",Ingmar Bergman,"Ingrid Bergman, Liv Ullmann, Lena Nyman, Halvar Björk",PG,"Drama, Music",8.3,Autumn Sonata
2132,"A bitter, aging couple, with the help of alcohol, use a young couple to fuel anguish and emotional pain towards each other.",Mike Nichols,"Elizabeth Taylor, Richard Burton, George Segal, Sandy Dennis",NOT RATED,Drama,8.1,Who's Afraid of Virginia Woolf?
2133,A babysitter must battle her way through the big city after being stranded there with the kids she's looking after.,Chris Columbus,"Elisabeth Shue, Maia Brewton, Keith Coogan, Anthony Rapp",PG-13,"Action, Adventure, Comedy",6.9,Adventures in Babysitting
2134,"Two high school nerds attempt to create the perfect woman, but she turns out to be more than that.",John Hughes,"Anthony Michael Hall, Kelly LeBrock, Ilan Mitchell-Smith, Bill Paxton",PG-13,"Comedy, Romance, Sci-Fi",6.6,Weird Science
2135,"After the animal communicating veterinarian goes too far for his clientèle, he and his friends escape their hometown to sea in search of the Great Pink Sea Snail.",Richard Fleischer,"Rex Harrison, Samantha Eggar, Anthony Newley, Richard Attenborough",APPROVED,"Adventure, Comedy, Family",6.2,Doctor Dolittle
2136,"To improve his social life, a nerdish professor drinks a potion that temporarily turns him into the handsome, but obnoxious, Buddy Love.",Jerry Lewis,"Jerry Lewis, Stella Stevens, Del Moore, Kathleen Freeman",NOT RATED,"Comedy, Romance, Sci-Fi",6.7,The Nutty Professor
2137,A gentle and wise grey spider with a flair for promotion pledges to save a young pig from slaughter for dinner food.,"Charles A. Nichols, Iwao Takamoto","Debbie Reynolds, Paul Lynde, Henry Gibson, Rex Allen",G,"Animation, Family, Musical",6.9,Charlotte's Web
2138,A group of rabbits flee their doomed warren and face many dangers to find and protect their new home.,Martin Rosen,"John Hurt, Richard Briers, Michael Graham Cox, John Bennett",PG,"Animation, Adventure, Drama",7.7,Watership Down
2139,"To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she ever suspected.",Don Bluth,"Derek Jacobi, Elizabeth Hartman, Arthur Malet, Dom DeLuise",G,"Animation, Adventure, Drama",7.6,The Secret of NIMH
2140,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal, and so restore order to his world.","Jim Henson, Frank Oz","Jim Henson, Kathryn Mullen, Frank Oz, Dave Goelz",PG,"Adventure, Family, Fantasy",7.2,The Dark Crystal
2141,"While emigrating to the United States, a young Russian mouse gets separated from his family and must relocate them while trying to survive in a new country.",Don Bluth,"Erica Yohn, Nehemiah Persoff, Amy Green, Phillip Glasser",G,"Animation, Adventure, Comedy",6.9,An American Tail
2142,"A family of Emigre mice decide to move out to the west, unaware that they are falling into a trap perpetrated by a smooth talking cat.","Phil Nibbelink, Simon Wells","Phillip Glasser, James Stewart, Erica Yohn, Cathy Cavadini",G,"Animation, Adventure, Family",6.5,An American Tail: Fievel Goes West
2143,A young man must stop the Lord of Darkness from both destroying daylight and marrying the woman he loves.,Ridley Scott,"Tom Cruise, Mia Sara, Tim Curry, David Bennent",PG,"Adventure, Fantasy, Romance",6.5,Legend
2144,"A girl's ""sweet"" sixteenth birthday becomes anything but special, as she suffers from every embarrassment possible.",John Hughes,"Molly Ringwald, Justin Henry, Michael Schoeffling, Haviland Morris",PG,"Comedy, Romance",7.1,Sixteen Candles
2145,A poor girl must choose between the affections of her doting childhood sweetheart and a rich but sensitive playboy.,Howard Deutch,"Molly Ringwald, Harry Dean Stanton, Jon Cryer, Annie Potts",PG-13,"Comedy, Drama, Romance",6.8,Pretty in Pink
2146,"A group of friends, just out of college, struggle with adulthood.",Joel Schumacher,"Emilio Estevez, Rob Lowe, Andrew McCarthy, Demi Moore",R,"Drama, Romance",6.4,St. Elmo's Fire
2148,A troubled writer moves into a haunted house after inheriting it from his aunt.,Steve Miner,"William Katt, George Wendt, Richard Moll, Kay Lenz",R,"Comedy, Fantasy, Horror",6.2,House
2150,"A comic allegory about a traveling Bushman who encounters modern civilization and its stranger aspects, including a clumsy scientist and a band of revolutionaries.",Jamie Uys,"Marius Weyers, Sandra Prinsloo, N!xau, Louw Verwey",PG,Comedy,7.3,The Gods Must Be Crazy
2151,"Xixo is back again. This time, his children accidentally stow away on a fast-moving poachers' truck, unable to get off, and Xixo sets out to rescue them. Along the way, he encounters a ...",Jamie Uys,"N!xau, Lena Farugia, Hans Strydom, Eiros",PG,Comedy,6.8,The Gods Must Be Crazy II
2152,Story of a golden retriever who can play football.,Richard Martin,"Tim Conway, Dick Martin, Kevin Zegers, Cynthia Stevenson",G,"Comedy, Family, Sport",4.5,Air Bud: Golden Receiver
2153,Two British agents team up to stop Sir August de Wynter from destroying the world with a weather-changing machine.,Jeremiah S. Chechik,"Ralph Fiennes, Uma Thurman, Sean Connery, Patrick Macnee",PG-13,"Action, Adventure, Sci-Fi",3.7,The Avengers
2154,"Stella is a highly successful, forty-something San Francisco stock broker who is persuaded by her colorful New York girlfriend Delilah to take a well deserved, first-class vacation to ...",Kevin Rodney Sullivan,"Angela Bassett, Taye Diggs, Whoopi Goldberg, Regina King",R,"Comedy, Drama, Romance",5.6,How Stella Got Her Groove Back
2155,"In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills.",Tamara Jenkins,"Natasha Lyonne, Alan Arkin, Bryna Weiss, Marisa Tomei",R,"Comedy, Drama",6.6,Slums of Beverly Hills
2159,"Henry, a drifter, commits a series of brutal murders, supposedly operating with impunity.",John McNaughton,"Mary Demas, Michael Rooker, Anne Bartoletti, Elizabeth Kaden",UNRATED,"Biography, Crime, Drama",7.0,Henry: Portrait of a Serial Killer
2160,"A young couple moves in to an apartment only to be surrounded by peculiar neighbors and occurrences. When the wife becomes mysteriously pregnant, paranoia over the safety of her unborn child begins to control her life.",Roman Polanski,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer",APPROVED,"Drama, Horror",8.0,Rosemary's Baby
2161,A troubled boy dives into a wondrous fantasy world through the pages of a mysterious book.,Wolfgang Petersen,"Barret Oliver, Gerald McRaney, Chris Eastman, Darryl Cooksey",PG,"Adventure, Drama, Family",7.4,The NeverEnding Story
2162,A young boy with a distant father enters a world of make-believe and magic through a portal within an antique book.,George Miller,"Jonathan Brandis, Kenny Morrison, Clarissa Burt, John Wesley Shipp",PG,"Adventure, Drama, Family",5.1,The NeverEnding Story II: The Next Chapter
2163,A group of scientists band together to save the world from mutated killer tomatoes.,John De Bello,"David Miller, George Wilson, Sharon Taylor, J. Stephen Peace",PG,"Adventure, Comedy, Horror",4.6,Attack of the Killer Tomatoes!
2164,"When the son of a gun-wielding woman is murdered by neo-Nazi surf punks in the post-apocalyptic future, his Mama hunts them down for some bloodthirsty revenge.",Peter George,"Gail Neely, Robert Harden, Barry Brenner, Dawn Wildsmith",R,"Action, Comedy, Drama",3.5,Surf Nazis Must Die
2165,Unhappy couples fall apart and hop into other beds with other people.,Neil LaBute,"Amy Brenneman, Aaron Eckhart, Catherine Keener, Nastassja Kinski",R,"Comedy, Drama, Romance",6.4,Your Friends & Neighbors
2166,Two friends must choose whether to help a third friend who was arrested in Malaysia for drug possession.,Joseph Ruben,"Vince Vaughn, Anne Heche, Joaquin Phoenix, David Conrad",R,"Drama, Romance, Thriller",6.9,Return to Paradise
2167,"A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires.",Stephen Norrington,"Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright",R,"Action, Horror",7.1,Blade
2168,"Young Cuban Rafael just buried his mother, and comes to Houston to meet his father John for the first time. The difficult part is that John doesn't know he is Rafael's father. John runs a ...",Randa Haines,"Vanessa Williams, Chayanne, Kris Kristofferson, Joan Plowright",PG,"Drama, Romance, Music",5.8,Dance with Me
2169,"Two college roommates go out and party, resulting in bad grades. They learn of the clause that says, ""If your roommate dies, you get an A,"" and decide to find someone who is on the verge, so to speak, to move in with them.",Alan Cohn,"Tom Everett Scott, Mark-Paul Gosselaar, Poppy Montgomery, Lochlyn Munro",R,Comedy,6.1,Dead Man on Campus
2170,"Ryan Harrison is framed for murder and must prove himself innocent by finding a mysterious one-eyed, one-armed, one-legged man after escaping from a bus accident on the way to jail.",Pat Proft,"Leslie Nielsen, Richard Crenna, Kelly LeBrock, Melinda McGraw",PG-13,"Action, Comedy, Thriller",6.1,Wrongfully Accused
2171,"An unlucky in love nurse finds her life taking a detour when her mother places a personals ad in the paper, while on the other side of Boston, a plumber is trying to change careers.",Brad Anderson,"Hope Davis, Philip Seymour Hoffman, Callie Thorne, Ken Cheeseman",R,"Comedy, Drama, Romance",6.7,Next Stop Wonderland
2173,"Men seeking relief from the Black Death, guided by a boy's vision, dig a tunnel from 14th century England to 20th century New Zealand.",Vincent Ward,"Bruce Lyons, Chris Haywood, Hamish McFarlane, Marshall Napier",PG,"Action, Adventure, Drama",7.0,The Navigator: A Medieval Odyssey
2174,"When a recently-deceased ghost couple find their now-vacant home invaded by an obnoxious family, they hire a sleazy ghost who gets rid of humans to help them.",Tim Burton,"Alec Baldwin, Geena Davis, Annie McEnroe, Maurice Page",PG,"Comedy, Fantasy",7.5,Beetlejuice
2177,A phony psychic/con artist and her taxi driver/private investigator boyfriend encounter a pair of serial kidnappers while trailing a missing heir in California.,Alfred Hitchcock,"Karen Black, Bruce Dern, Barbara Harris, William Devane",PG,"Comedy, Thriller",6.8,Family Plot
2178,"A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man.",Alfred Hitchcock,"Jon Finch, Barry Foster, Barbara Leigh-Hunt, Anna Massey",R,Thriller,7.5,Frenzy
2180,An American scientist publicly defects to East Germany as part of a cloak and dagger mission to find the solution for a formula resin before planning an escape back to the West.,Alfred Hitchcock,"Paul Newman, Julie Andrews, Lila Kedrova, Hansjörg Felmy",PG,Thriller,6.7,Torn Curtain
2181,"Mark marries Marnie although she is a habitual thief and has serious psychological problems, and tries to help her confront and resolve them.",Alfred Hitchcock,"Tippi Hedren, Martin Gabel, Sean Connery, Louise Latham",PG,"Crime, Drama, Mystery",7.2,Marnie
2182,"In 1953, an innocent man named Christopher Emmanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber.",Alfred Hitchcock,"Henry Fonda, Vera Miles, Anthony Quayle, Harold J. Stone",NOT RATED,"Drama, Film-Noir",7.5,The Wrong Man
2183,A family vacationing in Morocco accidentally stumble on to an assassination plot and the conspirators are determined to prevent them from interfering.,Alfred Hitchcock,"James Stewart, Doris Day, Brenda de Banzie, Bernard Miles",PG,"Drama, Thriller",7.5,The Man Who Knew Too Much
2184,"The trouble with Harry is that he's dead, and everyone seems to have a different idea of what should be done with his body.",Alfred Hitchcock,"Edmund Gwenn, John Forsythe, Mildred Natwick, Mildred Dunnock",PG,"Comedy, Mystery",7.1,The Trouble with Harry
2186,A psychotic socialite confronts a pro tennis star with a theory on how two complete strangers can get away with murder - a theory that he plans to implement.,Alfred Hitchcock,"Farley Granger, Ruth Roman, Robert Walker, Leo G. Carroll",PG,"Crime, Film-Noir, Thriller",8.0,Strangers on a Train
2187,A struggling actress tries to help a friend prove his innocence when he's accused of murdering the husband of a high society entertainer.,Alfred Hitchcock,"Jane Wyman, Marlene Dietrich, Michael Wilding, Richard Todd",APPROVED,"Film-Noir, Thriller",7.1,Stage Fright
2188,The famous 1970s New York City nightclub seen and told through the eyes of a young employee.,Mark Christopher,"Ryan Phillippe, Salma Hayek, Neve Campbell, Mike Myers",R,"Drama, Music",5.8,54
2189,"A newlywed develops a strange lump on his neck that gives him the ability to transform people or objects at will. His wife is very upset. Meanwhile, the CEO of Smilecorp learns of this man ...",Bill Plympton,"Charis Michelsen, Tom Larson, Richard Spore, Chris Cooke",R,"Animation, Comedy, Drama",7.0,I Married a Strange Person!
2190,"Three women each claim to be the widow of 1950s doo-wop singer Frankie Lymon, claiming legal rights to his estate.",Gregory Nava,"Halle Berry, Vivica A. Fox, Lela Rochon, Larenz Tate",R,"Biography, Drama, Music",6.3,Why Do Fools Fall in Love
2193,A reluctant dwarf must play a critical role in protecting a special baby from an evil queen.,Ron Howard,"Val Kilmer, Joanne Whalley, Warwick Davis, Jean Marsh",PG,"Action, Adventure, Drama",7.3,Willow
2194,"Federal Agent Eliot Ness sets out to stop Al Capone; because of rampant corruption, he assembles a small, hand-picked team.",Brian De Palma,"Kevin Costner, Sean Connery, Charles Martin Smith, Andy Garcia",R,"Crime, Drama, Thriller",7.9,The Untouchables
2197,"In 1838, lovely governess Elisabeth agrees to bear a child of anonymous English landowner, and he will in return pay her father's debt. At birth she, as agreed, gives up the child. Seven ...",William Nicholson,"Sophie Marceau, Stephen Dillane, Dominique Belcourt, Kevin Anderson",R,"Romance, Drama",7.3,Firelight
2200,"A young gentleman goes to Australia where he reunites with his now married childhood sweetheart, only to find out she has become an alcoholic and harbors dark secrets.",Alfred Hitchcock,"Ingrid Bergman, Joseph Cotten, Michael Wilding, Margaret Leighton",APPROVED,"Crime, Drama, Romance",6.2,Under Capricorn
2201,A happily married London barrister falls in love with the accused poisoner he is defending.,Alfred Hitchcock,"Gregory Peck, Ann Todd, Charles Laughton, Charles Coburn",APPROVED,"Crime, Drama, Romance",6.5,The Paradine Case
2203,A young woman discovers her visiting uncle may not be the man he seems to be.,Alfred Hitchcock,"Teresa Wright, Joseph Cotten, Macdonald Carey, Henry Travers",PG,Thriller,7.9,Shadow of a Doubt
2205,A couple who have been married for three years are horrified to learn that their marriage is not legally valid.,Alfred Hitchcock,"Carole Lombard, Robert Montgomery, Gene Raymond, Jack Carson",APPROVED,"Comedy, Romance",6.5,Mr. & Mrs. Smith
2206,"A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her.",Alfred Hitchcock,"Cary Grant, Joan Fontaine, Cedric Hardwicke, Nigel Bruce",NOT RATED,"Mystery, Thriller",7.4,Suspicion
2207,"In Cornwall in 1819, a young woman discovers that she's living near a gang of criminals who arrange shipwrecks for profit.",Alfred Hitchcock,"Charles Laughton, Horace Hodges, Maureen O'Hara, Hay Petrie",NOT RATED,"Adventure, Crime",6.3,Jamaica Inn
2208,"While traveling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",Alfred Hitchcock,"Margaret Lockwood, Michael Redgrave, Paul Lukas, May Whitty",NOT RATED,"Mystery, Thriller",7.9,The Lady Vanishes
2210,"A Scotland Yard undercover detective is on the trail of a saboteur who is part of a plot to set off a bomb in London. But when the detective's cover is blown, the plot begins to unravel.",Alfred Hitchcock,"Sylvia Sidney, Oskar Homolka, Desmond Tester, John Loder",NOT RATED,Thriller,7.1,Sabotage
2212,"A man and his wife receive a clue to an imminent assassination attempt, only to learn that their daughter has been kidnapped to keep them quiet.",Alfred Hitchcock,"Leslie Banks, Edna Best, Peter Lorre, Frank Vosper",NOT RATED,"Crime, Mystery, Thriller",6.9,The Man Who Knew Too Much
2214,"A gang of thieves gather at a safe house following a robbery, but a detective is on their trail.",Alfred Hitchcock,"Leon M. Lion, Anne Grey, John Stuart, Donald Calthrop",TV-PG,"Crime, Mystery, Thriller",5.8,Number 17
2215,"Believing that an unexpected inheritance will bring them happiness, a married couple instead finds their relationship strained to the breaking point.",Alfred Hitchcock,"Henry Kendall, Joan Barry, Percy Marmont, Betty Amann",NOT RATED,"Comedy, Romance, Thriller",5.9,East of Shanghai
2219,"A juror in a murder trial, after voting to convict, has second thoughts and begins to investigate on his own before the execution.",Alfred Hitchcock,"Herbert Marshall, Norah Baring, Phyllis Konstam, Edward Chapman",TV-PG,"Crime, Mystery, Thriller",6.4,Murder!
2221,"After killing a man in self-defence, a young woman is blackmailed by a witness to the killing.",Alfred Hitchcock,"Anny Ondra, Sara Allgood, Charles Paton, John Longden",NOT RATED,"Crime, Thriller",7.0,Blackmail
2227,A landlady suspects her new lodger is the madman killing women in London.,Alfred Hitchcock,"Marie Ault, Arthur Chesney, June Tripp, Malcolm Keen",NOT RATED,"Crime, Drama, Mystery",7.3,The Lodger
2231,"A young, reformed gambler must return to playing big stakes poker to help a friend pay off loan sharks, while balancing his relationship with his girlfriend and his commitments to law school.",John Dahl,"Matt Damon, Gretchen Mol, John Malkovich, Paul Cicero",R,"Crime, Drama",7.3,Rounders
2232,Six complete strangers of widely varying personality characteristics are involuntarily placed in an endless maze containing deadly traps.,Vincenzo Natali,"Nicole de Boer, Nicky Guadagni, David Hewlett, Andrew Miller",R,"Drama, Mystery, Sci-Fi",7.3,Cube
2236,A young boy with stunted growth is convinced that God has a great purpose for him.,Mark Steven Johnson,"Joseph Mazzello, Ashley Judd, Oliver Platt, David Strathairn",PG,"Comedy, Drama, Family",6.9,Simon Birch
2237,The life of renowned runner Steve Prefontaine and his relationship with legendary coach Bill Bowerman.,Robert Towne,"Billy Crudup, Donald Sutherland, Monica Potter, Jeremy Sisto",PG-13,"Biography, Drama, Sport",7.2,Without Limits
2238,"The defense of honor, a strong value in Neapolitan society, and his effects on the life of everyman Pasquale Frafuso.",Lina Wertmüller,"Giancarlo Giannini, Fernando Rey, Shirley Stoler, Elena Fiore",R,"Comedy, Drama, War",7.9,Seven Beauties
2239,A trip into the Mediterranean sea becomes a trip into the discovery of how society's frameworks of the rich and poor are delicate and temporary.,Lina Wertmüller,"Giancarlo Giannini, Mariangela Melato, Riccardo Salvino, Isa Danieli",R,"Adventure, Comedy, Drama",7.7,Swept Away
2240,"When a boy comes to a new school and gets harassed by a bully, he acquires the services of the school's most feared kid as a bodyguard.",Tony Bill,"Chris Makepeace, Adam Baldwin, Matt Dillon, Paul Quandt",PG,"Comedy, Drama, Family",7.1,My Bodyguard
2241,"A young man in private school spends one crazy night out, but soon realizes the woman he hooked up with is not who he expected.",Lewis John Carlino,"Jacqueline Bisset, Rob Lowe, Andrew McCarthy, Cliff Robertson",R,"Comedy, Drama, Romance",5.9,Class
2243,"Take two rival television reporters: one handsome, one talented, both male. Add one Producer, female. Mix well, and watch the sparks fly.",James L. Brooks,"William Hurt, Albert Brooks, Holly Hunter, Robert Prosky",R,"Comedy, Drama, Romance",7.2,Broadcast News
2244,"Molly, Val and Gina are graduating college, but on their final night, frustrations are aired. Molly is still looking for real love and Val is beginning to doubt if that is what she's found....",Tamar Simon Hoffs,"Susanna Hoffs, Dedee Pfeiffer, Joan Cusack, John Terlesky",PG-13,"Comedy, Romance",4.0,The Allnighter
2245,"When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job.",Mike Nichols,"Harrison Ford, Sigourney Weaver, Melanie Griffith, Alec Baldwin",R,"Comedy, Drama, Romance",6.8,Working Girl
2246,A British art expert travels across America in order to purchase a rare Renoir painting in the South but comes across some crazy characters in the process.,Pat O'Connor,"Daniel Day-Lewis, Harry Dean Stanton, Kent Broadhurst, Maury Chaykin",R,Comedy,4.8,Stars and Bars
2247,"An undercover FBI agent falls in love with a recently widowed mafia wife, who is trying to restart her life following her husband's murder while being pursued by a libidinous mafia kingpin seeking to claim her for himself.",Jonathan Demme,"Paul Lazar, Alec Baldwin, Captain Haggerty, Marlene Willoughby",R,"Comedy, Crime, Romance",6.1,Married to the Mob
2248,A noble underachiever and a beautiful valedictorian fall in love the summer before she goes off to college.,Cameron Crowe,"John Cusack, Ione Skye, John Mahoney, Lili Taylor",PG-13,"Comedy, Drama, Romance",7.4,Say Anything...
2249,"An all too uptight FBI agent must protect a larger than life mobster with a heart of gold, currently under witness protection in the suburbs.",Herbert Ross,"Steve Martin, Rick Moranis, Joan Cusack, Melanie Mayron",PG-13,"Comedy, Crime",6.2,My Blue Heaven
